Employee_ID,First_Name,Last_Name,Age,Department,Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1027,Heidi,Johnson,30,Finance,Florida,Active,07 December 2020,56785.16,heidi.johnson@example.com,7712151341,Excellent,TRUE
EMP1028,Grace,Garcia,40,Finance,Nevada,Active,10 November 2023,95741.88,grace.garcia@example.com,2849939088,Excellent,FALSE
EMP1029,Alice,Brown,40,DevOps,California,Active,24 May 2021,63411.31,alice.brown@example.com,2613715040,Excellent,TRUE
EMP1030,Charlie,Jones,40,Admin,California,Inactive,26 May 2021,111214.02,charlie.jones@example.com,6591520176,Good,TRUE
EMP1031,Bob,Smith,25,DevOps,Illinois,Active,07 October 2020,114845.69,bob.smith@example.com,7490509758,Excellent,TRUE
EMP1032,Charlie,Brown,40,Finance,Florida,Active,11 May 2024,78072.82,charlie.brown@example.com,2304501895,Average,FALSE
EMP1033,Grace,Johnson,25,Finance,California,Inactive,08 July 2021,79610.52,grace.johnson@example.com,1642361031,Average,FALSE
EMP1034,Heidi,Miller,30,Admin,California,Active,29 April 2020,90542.62,heidi.miller@example.com,6642147648,Excellent,TRUE
EMP1035,Frank,Jones,25,Cloud Tech,Illinois,Inactive,26 October 2022,114357.1,frank.jones@example.com,2515837766,Excellent,TRUE
EMP1036,Alice,Brown,32,Cloud Tech,New York,Active,05 March 2023,54757.26,alice.brown@example.com,4996165925,Poor,FALSE
EMP1037,Grace,Smith,25,Sales,New York,Pending,05 February 2023,52781.92,grace.smith@example.com,6108573277,Average,TRUE
EMP1038,Frank,Smith,35,Admin,Nevada,Pending,10 May 2021,66708.02,frank.smith@example.com,8147617421,Good,TRUE
EMP1039,Eva,Williams,40,HR,Texas,Active,27 July 2022,93481.15,eva.williams@example.com,4386490809,Poor,FALSE
EMP1040,Bob,Williams,25,Sales,New York,Pending,27 June 2021,59271.96,bob.williams@example.com,8186617944,Excellent,TRUE
EMP1041,Bob,Davis,30,HR,California,Active,16 June 2022,108362.15,bob.davis@example.com,4918017225,Excellent,FALSE
EMP1042,Alice,Johnson,32,HR,Nevada,Active,12 March 2024,59400.38,alice.johnson@example.com,164597793,Average,TRUE
EMP1043,Bob,Garcia,32,Admin,California,Inactive,23 May 2023,64744.08,bob.garcia@example.com,5232194167,Excellent,FALSE
EMP1044,Eva,Brown,32,Finance,California,Active,07 August 2020,94399.91,eva.brown@example.com,61027768,Good,TRUE
EMP1045,Alice,Brown,25,HR,New York,Pending,20 June 2021,61310.74,alice.brown@example.com,7499564121,Average,TRUE
EMP1046,Grace,Garcia,32,Cloud Tech,Texas,Active,13 December 2024,98371.37,grace.garcia@example.com,310303722,Excellent,FALSE
EMP1047,Alice,Davis,35,Sales,Illinois,Active,30 May 2022,58921.19,alice.davis@example.com,6831472759,Average,TRUE
EMP1048,Alice,Miller,35,Admin,Nevada,Active,27 September 2023,57195.55,alice.miller@example.com,1227770792,Excellent,FALSE
EMP1049,Grace,Miller,32,DevOps,New York,Active,11 May 2024,61375.12,grace.miller@example.com,3496050165,Excellent,TRUE
EMP1050,Charlie,Davis,40,Cloud Tech,New York,Pending,11 November 2021,104767.05,charlie.davis@example.com,7998407677,Excellent,FALSE
EMP1051,David,Miller,35,Admin,Nevada,Active,22 February 2022,111051.67,david.miller@example.com,9973080694,Good,FALSE
EMP1052,David,Williams,30,Finance,California,Inactive,08 July 2024,105674.18,david.williams@example.com,8146717956,Good,FALSE
EMP1053,Alice,Brown,30,Finance,California,Inactive,11 May 2024,54859.45,alice.brown@example.com,6024375737,Average,FALSE
EMP1054,Frank,Davis,32,Finance,Nevada,Pending,11 September 2021,115746.6,frank.davis@example.com,3959724664,Excellent,TRUE
EMP1055,Eva,Brown,30,Sales,California,Active,08 October 2020,91759.99,eva.brown@example.com,7293417222,Excellent,TRUE
EMP1056,Frank,Garcia,40,Sales,Illinois,Active,27 February 2022,112965.33,frank.garcia@example.com,2971674337,Good,FALSE
EMP1057,Alice,Smith,40,Cloud Tech,Illinois,Pending,11 July 2023,100360.1,alice.smith@example.com,54522800,Excellent,FALSE
EMP1058,David,Williams,35,Finance,Texas,Pending,11 July 2021,93620.88,david.williams@example.com,5619318373,Good,FALSE
EMP1059,Bob,Jones,35,Sales,California,Pending,16 April 2022,72832.8,bob.jones@example.com,5508428909,Excellent,TRUE
EMP1060,Charlie,Williams,30,Finance,Nevada,Inactive,19 October 2023,102369.42,charlie.williams@example.com,7711991807,Average,TRUE
EMP1061,Eva,Davis,40,Sales,Texas,Inactive,08 October 2021,64712.79,eva.davis@example.com,1213524786,Excellent,TRUE
EMP1062,Frank,Jones,40,Finance,Florida,Pending,13 March 2021,85782.18,frank.jones@example.com,1255213759,Excellent,TRUE
EMP1063,Charlie,Smith,25,HR,Illinois,Pending,20 July 2023,93348.26,charlie.smith@example.com,3754821455,Poor,FALSE
EMP1064,David,Davis,35,Admin,New York,Active,20 February 2020,53234.96,david.davis@example.com,5328632665,Good,FALSE
EMP1065,Bob,Johnson,40,Finance,Nevada,Pending,02 February 2021,100284.21,bob.johnson@example.com,7850720810,Excellent,FALSE
EMP1066,Grace,Brown,30,Admin,Nevada,Pending,01 December 2020,112486.19,grace.brown@example.com,5562606028,Excellent,TRUE
EMP1067,Bob,Smith,40,Admin,New York,Pending,26 November 2022,82518.49,bob.smith@example.com,846684549,Poor,TRUE
EMP1068,Bob,Brown,40,Admin,Florida,Pending,23 December 2022,119152.47,bob.brown@example.com,4892673898,Poor,TRUE
EMP1069,Heidi,Miller,32,DevOps,Illinois,Inactive,28 August 2024,113479.83,heidi.miller@example.com,7563410855,Good,FALSE
EMP1070,Charlie,Johnson,40,Finance,California,Active,16 September 2024,94636.3,charlie.johnson@example.com,2884318847,Poor,FALSE
EMP1071,Heidi,Johnson,30,HR,Florida,Active,01 January 2024,70000.97,heidi.johnson@example.com,5200894345,Average,TRUE
EMP1072,Frank,Smith,32,Cloud Tech,New York,Active,18 April 2021,76812.47,frank.smith@example.com,8105485100,Poor,FALSE
EMP1073,David,Johnson,25,Finance,Florida,Inactive,16 January 2023,82614.7,david.johnson@example.com,7490753997,Average,TRUE
EMP1074,Grace,Jones,40,Sales,Nevada,Active,20 October 2024,111645.97,grace.jones@example.com,9354492682,Good,TRUE
EMP1075,Heidi,Johnson,25,HR,California,Inactive,13 October 2024,112414.91,heidi.johnson@example.com,1589357125,Good,FALSE
EMP1076,David,Brown,40,Admin,California,Inactive,21 September 2022,52031.74,david.brown@example.com,6110627370,Good,TRUE
EMP1077,Grace,Brown,30,Finance,New York,Pending,29 December 2022,51887.65,grace.brown@example.com,5869886496,Good,FALSE
EMP1078,Alice,Davis,25,DevOps,Florida,Active,11 October 2024,82318.89,alice.davis@example.com,6776228276,Good,TRUE
EMP1079,Grace,Brown,35,Admin,Florida,Inactive,22 November 2021,103286.08,grace.brown@example.com,2881377027,Average,FALSE
EMP1080,Grace,Davis,35,Cloud Tech,Florida,Active,14 March 2024,87759.33,grace.davis@example.com,5196115939,Average,FALSE
EMP1081,Frank,Brown,30,DevOps,Texas,Pending,23 March 2020,102796.32,frank.brown@example.com,8215454469,Good,FALSE
EMP1082,David,Jones,25,Sales,New York,Active,15 September 2020,83149.27,david.jones@example.com,2296044326,Poor,TRUE
EMP1083,David,Garcia,40,DevOps,California,Inactive,12 September 2020,92412.49,david.garcia@example.com,185106793,Excellent,TRUE
EMP1084,Bob,Davis,30,HR,Texas,Pending,22 February 2020,115022.1,bob.davis@example.com,9756792286,Good,FALSE
EMP1085,Grace,Williams,40,DevOps,New York,Active,27 April 2023,98343.01,grace.williams@example.com,7725199662,Poor,FALSE
EMP1086,Bob,Miller,35,DevOps,Illinois,Active,18 June 2024,118869.1,bob.miller@example.com,6580741208,Excellent,TRUE
EMP1087,Frank,Smith,32,Finance,Nevada,Inactive,21 May 2020,85417.26,frank.smith@example.com,4818139889,Good,TRUE
EMP1088,Grace,Brown,40,Cloud Tech,Florida,Inactive,25 July 2023,112410.25,grace.brown@example.com,9837801819,Good,TRUE
EMP1089,Charlie,Johnson,40,Admin,Nevada,Pending,25 August 2023,68905.77,charlie.johnson@example.com,4339718955,Average,FALSE
EMP1090,Heidi,Garcia,40,Finance,Nevada,Pending,07 March 2021,72561.32,heidi.garcia@example.com,9070562607,Excellent,TRUE
EMP1091,Bob,Brown,35,Finance,New York,Inactive,13 March 2023,92723.22,bob.brown@example.com,5641118241,Excellent,TRUE
EMP1092,Alice,Johnson,40,HR,New York,Inactive,03 October 2021,74837.75,alice.johnson@example.com,2412462094,Poor,FALSE
EMP1093,Eva,Miller,32,DevOps,California,Pending,21 January 2020,86163.91,eva.miller@example.com,2004615264,Average,TRUE
EMP1094,David,Miller,40,Finance,Illinois,Active,15 November 2023,83326.52,david.miller@example.com,4610339936,Average,TRUE
EMP1095,Heidi,Miller,25,Cloud Tech,California,Active,04 August 2022,98425.1,heidi.miller@example.com,8861405785,Average,TRUE
EMP1096,Frank,Johnson,40,Sales,Illinois,Inactive,21 May 2022,119764.2,frank.johnson@example.com,1706304890,Average,FALSE
EMP1097,Frank,Brown,40,HR,California,Inactive,17 April 2021,58445.91,frank.brown@example.com,3824967182,Excellent,FALSE
EMP1098,Bob,Miller,32,DevOps,New York,Active,19 March 2021,101702.33,bob.miller@example.com,2582386869,Excellent,FALSE
EMP1099,Eva,Jones,25,Admin,California,Active,01 September 2022,85155.06,eva.jones@example.com,794200748,Good,FALSE
EMP1100,Charlie,Davis,35,Cloud Tech,Texas,Pending,21 August 2021,98819.22,charlie.davis@example.com,4653984027,Good,FALSE
EMP1101,Heidi,Johnson,25,Cloud Tech,Illinois,Inactive,19 August 2022,83509.99,heidi.johnson@example.com,9141612845,Average,FALSE
EMP1102,Alice,Johnson,35,Finance,Texas,Active,31 March 2022,84422.26,alice.johnson@example.com,3985547434,Average,FALSE
EMP1103,Alice,Brown,30,Admin,Illinois,Inactive,23 June 2020,119574.27,alice.brown@example.com,5379502096,Average,TRUE
EMP1104,Grace,Johnson,32,Sales,Illinois,Active,05 July 2024,86580.08,grace.johnson@example.com,26876810,Good,TRUE
EMP1105,Heidi,Johnson,35,Sales,Florida,Inactive,03 October 2023,93471.91,heidi.johnson@example.com,8071569561,Poor,FALSE
EMP1106,Bob,Miller,30,DevOps,New York,Inactive,14 September 2023,55683.12,bob.miller@example.com,175370303,Poor,TRUE
EMP1107,Bob,Brown,30,Cloud Tech,Florida,Inactive,11 December 2023,91566.78,bob.brown@example.com,5319433749,Good,TRUE
EMP1108,David,Miller,35,DevOps,California,Pending,26 October 2024,81782.19,david.miller@example.com,4793036148,Good,FALSE
EMP1109,Eva,Davis,32,DevOps,New York,Inactive,23 August 2020,88119.37,eva.davis@example.com,8728399920,Good,TRUE
EMP1110,Eva,Garcia,30,Cloud Tech,Texas,Active,06 November 2024,71532.83,eva.garcia@example.com,9212493842,Good,TRUE
EMP1111,Eva,Davis,40,Cloud Tech,Florida,Pending,14 September 2021,98981.36,eva.davis@example.com,894870604,Good,TRUE
EMP1112,Heidi,Garcia,40,Cloud Tech,Illinois,Active,26 December 2024,80242.01,heidi.garcia@example.com,6641877579,Good,TRUE
EMP1113,Eva,Miller,25,Cloud Tech,New York,Pending,09 August 2024,110236.18,eva.miller@example.com,3046875062,Average,TRUE
EMP1114,Alice,Davis,35,Sales,Texas,Active,21 August 2022,86327.47,alice.davis@example.com,5190361331,Average,FALSE
EMP1115,Eva,Brown,30,Sales,Florida,Pending,25 July 2024,84420.81,eva.brown@example.com,5411076094,Average,FALSE
EMP1116,Frank,Smith,40,HR,California,Pending,08 February 2020,110041.32,frank.smith@example.com,4317350582,Average,FALSE
EMP1117,Heidi,Miller,35,DevOps,Florida,Pending,16 March 2020,81837.81,heidi.miller@example.com,1997179109,Good,TRUE
EMP1118,Frank,Garcia,25,Finance,Illinois,Active,09 August 2023,110855.72,frank.garcia@example.com,651207048,Poor,FALSE
EMP1119,Alice,Jones,30,Sales,California,Pending,29 March 2024,84894.52,alice.jones@example.com,6110804660,Excellent,TRUE
EMP1120,Alice,Garcia,30,HR,Illinois,Active,08 December 2021,80668.13,alice.garcia@example.com,9639907675,Good,TRUE
EMP1121,Bob,Jones,25,DevOps,Illinois,Active,24 December 2023,61086.47,bob.jones@example.com,9915078592,Excellent,TRUE
EMP1122,Grace,Johnson,25,Admin,Texas,Inactive,28 August 2020,95339.68,grace.johnson@example.com,1109193927,Poor,TRUE
EMP1123,Eva,Davis,32,DevOps,California,Inactive,09 May 2024,83774.97,eva.davis@example.com,4567972319,Average,FALSE
EMP1124,Heidi,Jones,32,Admin,Florida,Active,05 December 2023,85576.86,heidi.jones@example.com,249685497,Poor,FALSE
EMP1125,Bob,Garcia,35,Finance,California,Pending,07 January 2021,107438.46,bob.garcia@example.com,2274954507,Good,TRUE
EMP1126,Eva,Johnson,32,Sales,Nevada,Inactive,11 July 2024,60401.68,eva.johnson@example.com,9203880652,Average,FALSE
EMP1127,Frank,Smith,35,Sales,Illinois,Inactive,21 July 2022,115299.66,frank.smith@example.com,3315377958,Good,TRUE
EMP1128,David,Brown,32,Finance,New York,Inactive,30 March 2020,72272.34,david.brown@example.com,9594652169,Average,FALSE
EMP1129,Grace,Brown,40,DevOps,Nevada,Active,10 November 2022,117537.71,grace.brown@example.com,7303379336,Excellent,FALSE
EMP1130,Frank,Brown,25,Finance,Texas,Pending,24 July 2022,51074.33,frank.brown@example.com,5636205014,Excellent,TRUE
EMP1131,Charlie,Jones,25,Finance,California,Inactive,30 June 2023,98489.32,charlie.jones@example.com,812473949,Excellent,FALSE
EMP1132,Frank,Smith,32,Finance,California,Pending,01 November 2024,112120.71,frank.smith@example.com,334234257,Poor,TRUE
EMP1133,Alice,Jones,32,Cloud Tech,New York,Pending,11 February 2023,114465.04,alice.jones@example.com,3230241025,Good,FALSE
EMP1134,Bob,Davis,40,Cloud Tech,Nevada,Pending,22 November 2024,57035.51,bob.davis@example.com,1534735527,Poor,TRUE
EMP1135,Eva,Jones,25,Cloud Tech,California,Active,23 August 2021,75092.43,eva.jones@example.com,9611223385,Excellent,TRUE
EMP1136,David,Smith,32,Finance,Illinois,Pending,06 November 2024,62603.98,david.smith@example.com,5596309937,Good,FALSE
EMP1137,Grace,Smith,32,DevOps,New York,Inactive,04 September 2023,60018.24,grace.smith@example.com,4253042896,Excellent,FALSE
EMP1138,Eva,Davis,40,HR,Nevada,Active,07 May 2024,82567.73,eva.davis@example.com,3179128684,Poor,TRUE
EMP1139,Charlie,Smith,25,Finance,California,Pending,09 April 2021,94725.71,charlie.smith@example.com,7872558776,Poor,FALSE
EMP1140,Eva,Garcia,40,HR,New York,Inactive,13 October 2024,83824.56,eva.garcia@example.com,4969033372,Poor,FALSE
EMP1141,Frank,Smith,32,HR,Nevada,Inactive,14 February 2020,118456.11,frank.smith@example.com,6346692547,Excellent,TRUE
EMP1142,Eva,Brown,25,Sales,Nevada,Pending,04 October 2020,113743.19,eva.brown@example.com,1214785389,Good,TRUE
EMP1143,Eva,Garcia,30,Sales,California,Active,27 July 2023,63309.24,eva.garcia@example.com,7895677664,Good,FALSE
EMP1144,Charlie,Garcia,25,DevOps,Nevada,Active,24 September 2021,105202.73,charlie.garcia@example.com,7546027340,Excellent,TRUE
EMP1145,Frank,Davis,30,Cloud Tech,California,Inactive,03 October 2024,79085.22,frank.davis@example.com,5148881430,Good,TRUE
EMP1146,Frank,Williams,32,Sales,California,Active,06 October 2021,113983.43,frank.williams@example.com,1150835353,Excellent,TRUE
EMP1147,Eva,Williams,35,Cloud Tech,Florida,Active,15 October 2020,102790.6,eva.williams@example.com,4439284043,Good,FALSE
EMP1148,Grace,Smith,32,HR,Texas,Inactive,29 January 2020,68512.1,grace.smith@example.com,5669078262,Average,FALSE
EMP1149,Frank,Garcia,35,Sales,Florida,Pending,30 January 2022,57584.23,frank.garcia@example.com,3373898774,Average,TRUE
EMP1150,Alice,Williams,32,Sales,California,Pending,29 March 2021,95335.67,alice.williams@example.com,1536637779,Poor,FALSE
EMP1151,Heidi,Williams,35,DevOps,Florida,Active,13 October 2020,53174.28,heidi.williams@example.com,5292407552,Average,TRUE
EMP1152,Heidi,Smith,25,Cloud Tech,New York,Pending,10 April 2020,77205.21,heidi.smith@example.com,6668459089,Average,FALSE
EMP1153,Grace,Williams,32,DevOps,Nevada,Active,18 December 2024,79041.92,grace.williams@example.com,2259999662,Average,TRUE
EMP1154,Heidi,Jones,32,Finance,California,Active,14 November 2023,75937.1,heidi.jones@example.com,6186371596,Excellent,TRUE
EMP1155,David,Johnson,35,Cloud Tech,Nevada,Inactive,20 January 2023,113118.73,david.johnson@example.com,4121820969,Average,FALSE
EMP1156,Alice,Davis,40,HR,New York,Active,10 February 2024,107693.38,alice.davis@example.com,2316433480,Average,TRUE
EMP1157,David,Johnson,32,Cloud Tech,Texas,Inactive,13 May 2021,119217.46,david.johnson@example.com,7058025661,Poor,FALSE
EMP1158,David,Smith,25,Sales,New York,Pending,18 March 2021,106913.71,david.smith@example.com,1286716322,Average,FALSE
EMP1159,Charlie,Brown,32,Cloud Tech,California,Active,23 September 2020,87815.08,charlie.brown@example.com,4672994937,Average,TRUE
EMP1160,Bob,Davis,25,Admin,Texas,Inactive,06 May 2024,105190.21,bob.davis@example.com,7430271692,Good,TRUE
EMP1161,Alice,Smith,30,HR,Texas,Active,28 February 2024,79467.24,alice.smith@example.com,8597779013,Poor,FALSE
EMP1162,Bob,Garcia,40,Finance,California,Pending,30 April 2023,57633.78,bob.garcia@example.com,7546926328,Poor,TRUE
EMP1163,Alice,Brown,32,HR,Florida,Pending,03 April 2020,54257.78,alice.brown@example.com,6762916031,Poor,TRUE
EMP1164,Grace,Johnson,40,DevOps,Texas,Inactive,29 December 2023,113679.06,grace.johnson@example.com,4841376814,Poor,TRUE
EMP1165,Bob,Smith,35,Sales,New York,Active,15 September 2020,69251.12,bob.smith@example.com,1185672437,Poor,TRUE
EMP1166,Frank,Garcia,40,Sales,Illinois,Inactive,18 July 2022,85388.58,frank.garcia@example.com,701765635,Poor,TRUE
EMP1167,Bob,Davis,32,DevOps,New York,Inactive,13 July 2022,112166.37,bob.davis@example.com,41257770,Excellent,FALSE
EMP1168,Heidi,Davis,40,Finance,Nevada,Active,10 February 2021,79873.48,heidi.davis@example.com,1837274219,Average,FALSE
EMP1169,Frank,Miller,30,DevOps,Florida,Active,07 May 2020,108224.03,frank.miller@example.com,9124186209,Poor,TRUE
EMP1170,Bob,Garcia,35,Admin,Illinois,Active,16 April 2023,116963.72,bob.garcia@example.com,4275230836,Average,TRUE
EMP1171,Bob,Jones,40,HR,Nevada,Inactive,11 December 2024,114109.06,bob.jones@example.com,816470899,Average,TRUE
EMP1172,Eva,Williams,32,HR,California,Active,29 March 2023,85518.88,eva.williams@example.com,6335331059,Excellent,FALSE
EMP1173,Heidi,Brown,30,Cloud Tech,California,Pending,22 January 2022,58041.97,heidi.brown@example.com,531312205,Poor,TRUE
EMP1174,David,Garcia,40,Sales,Illinois,Pending,14 October 2023,94988.94,david.garcia@example.com,8155839385,Good,FALSE
EMP1175,Eva,Miller,25,Admin,California,Pending,04 October 2024,71628.93,eva.miller@example.com,6133155205,Excellent,FALSE
EMP1176,Alice,Williams,30,Admin,Illinois,Pending,31 March 2022,54870.98,alice.williams@example.com,5063731494,Good,FALSE
EMP1177,Alice,Williams,25,DevOps,Illinois,Active,02 September 2022,79388.27,alice.williams@example.com,136497188,Average,TRUE
EMP1178,Frank,Smith,35,DevOps,California,Pending,05 June 2023,55946.99,frank.smith@example.com,2419562524,Average,FALSE
EMP1179,Charlie,Williams,32,Cloud Tech,Nevada,Active,07 November 2021,81017.91,charlie.williams@example.com,7150997682,Excellent,TRUE
EMP1180,Heidi,Jones,40,HR,New York,Pending,21 August 2020,74162.1,heidi.jones@example.com,8903091435,Excellent,FALSE
EMP1181,Heidi,Davis,32,DevOps,California,Active,27 March 2021,77668.44,heidi.davis@example.com,3910257431,Good,TRUE
EMP1182,Alice,Miller,30,HR,New York,Active,14 April 2024,67886.37,alice.miller@example.com,6303975244,Poor,FALSE
EMP1183,Alice,Williams,40,DevOps,Florida,Active,21 September 2020,76614.52,alice.williams@example.com,864035532,Good,TRUE
EMP1184,Frank,Smith,25,Finance,Nevada,Active,06 December 2022,51311.91,frank.smith@example.com,8033968526,Excellent,FALSE
EMP1185,Frank,Jones,32,Finance,Illinois,Inactive,24 December 2023,94809.92,frank.jones@example.com,171302320,Good,TRUE
EMP1186,Grace,Johnson,25,HR,New York,Pending,31 July 2022,108241.81,grace.johnson@example.com,2983381673,Excellent,TRUE
EMP1187,Bob,Davis,40,Cloud Tech,New York,Inactive,21 April 2023,78031.49,bob.davis@example.com,2336293448,Good,TRUE
EMP1188,Eva,Davis,35,Admin,California,Active,06 May 2020,85733.83,eva.davis@example.com,7347156626,Excellent,TRUE
EMP1189,David,Miller,35,HR,Nevada,Pending,27 July 2024,60338.29,david.miller@example.com,7689627065,Excellent,FALSE
EMP1190,Eva,Davis,30,Admin,Illinois,Active,04 May 2024,103140.67,eva.davis@example.com,1498282466,Excellent,FALSE
EMP1191,Heidi,Williams,40,Sales,Illinois,Inactive,26 October 2023,114690.8,heidi.williams@example.com,4746897151,Poor,TRUE
EMP1192,Frank,Smith,35,Admin,Florida,Active,18 August 2022,80954.56,frank.smith@example.com,7323008575,Good,FALSE
EMP1193,Eva,Davis,32,Cloud Tech,California,Pending,31 May 2020,71728.55,eva.davis@example.com,6656749159,Good,TRUE
EMP1194,Alice,Davis,35,HR,Texas,Pending,11 April 2024,118415.8,alice.davis@example.com,1692364586,Good,TRUE
EMP1195,Grace,Johnson,40,Sales,Illinois,Pending,25 March 2020,81481.36,grace.johnson@example.com,5066337049,Excellent,FALSE
EMP1196,David,Johnson,35,Sales,Florida,Pending,11 April 2020,117040.57,david.johnson@example.com,2497243991,Good,TRUE
EMP1197,Frank,Brown,25,Sales,Nevada,Active,21 March 2020,67342.06,frank.brown@example.com,116691835,Good,TRUE
EMP1198,Heidi,Jones,32,Sales,Illinois,Active,15 January 2022,76099.64,heidi.jones@example.com,2644886945,Excellent,FALSE
EMP1199,Grace,Williams,35,DevOps,Illinois,Active,06 April 2024,94162.06,grace.williams@example.com,1195243639,Average,TRUE
EMP1200,Frank,Davis,25,Sales,Nevada,Inactive,08 April 2021,67639.7,frank.davis@example.com,2701168645,Excellent,TRUE
EMP1201,Charlie,Garcia,35,Cloud Tech,Illinois,Pending,16 October 2020,114172.25,charlie.garcia@example.com,2252237280,Good,TRUE
EMP1202,Grace,Davis,30,Sales,Nevada,Active,26 September 2021,89124.54,grace.davis@example.com,7932302345,Excellent,TRUE
EMP1203,Frank,Smith,30,DevOps,Nevada,Pending,11 April 2023,113871.36,frank.smith@example.com,7912141613,Average,FALSE
EMP1204,Grace,Brown,32,HR,Texas,Inactive,24 September 2021,62618.4,grace.brown@example.com,1509377099,Excellent,FALSE
EMP1205,Heidi,Jones,30,Admin,New York,Active,06 July 2020,70705.45,heidi.jones@example.com,4090138068,Good,FALSE
EMP1206,Alice,Garcia,35,Sales,New York,Pending,02 October 2022,60797.69,alice.garcia@example.com,8477596554,Average,TRUE
EMP1207,Charlie,Brown,40,Cloud Tech,Florida,Inactive,17 October 2023,100371,charlie.brown@example.com,5356690550,Poor,TRUE
EMP1208,Eva,Miller,40,Admin,Illinois,Active,25 September 2021,117591.76,eva.miller@example.com,762091842,Good,FALSE
EMP1209,David,Jones,35,DevOps,Illinois,Inactive,08 March 2022,103860.7,david.jones@example.com,5797863049,Average,TRUE
EMP1210,Grace,Davis,30,Admin,Illinois,Active,22 November 2024,67500.22,grace.davis@example.com,5057397690,Average,TRUE
EMP1211,Frank,Davis,32,Cloud Tech,Nevada,Pending,10 September 2024,58727.44,frank.davis@example.com,5671649327,Poor,TRUE
EMP1212,Charlie,Jones,35,Finance,Illinois,Active,28 August 2024,80623.08,charlie.jones@example.com,9802714871,Excellent,TRUE
EMP1213,David,Davis,40,HR,Texas,Inactive,19 April 2020,77751.78,david.davis@example.com,7178333210,Excellent,FALSE
EMP1214,Grace,Williams,25,HR,New York,Active,14 October 2021,115157.81,grace.williams@example.com,6025643470,Good,FALSE
